gene	DAY0_rep1	DAY0_rep2	DAY0_rep3	DAY4_rep1	DAY4_rep2	DAY4_rep3	DAY7_rep1	DAY7_rep2	DAY7_rep3	EARLY_DAY10_rep1	EARLY_DAY10_rep2	EARLY_DAY10_rep3	LATE_DAY10_rep1	LATE_DAY10_rep2	LATE_DAY10_rep3	DAY14_rep1	DAY14_rep2	DAY14_rep3	DAY21_rep1	DAY21_rep2	DAY21_rep3
Tlx1os	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0
Lbx1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
Btrc	1595	1476	1451	1005	1119	1091	977	933	1034	997	1145	986	408	376	457	534	611	441	527	459	542
Poll	741	635	662	628	594	583	713	605	782	614	690	601	243	242	271	306	296	317	286	253	316
Fbxw4	781	677	751	778	752	664	834	603	735	617	816	595	270	243	288	504	308	263	402	411	360
Fgf8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Npm3	4255	3989	3766	2558	2540	2731	2285	1960	2382	2317	2894	2599	1163	998	924	1334	1517	1187	1227	1095	1133
Mgea5	5925	5514	5421	3588	3557	3309	3900	3666	4249	3893	4373	3872	1454	1684	1690	1827	1873	1815	2033	1828	2206
Kcnip2	13	4	8	3	4	6	16	11	14	8	4	8	5	1	4	1	2	2	2	1	0
Armh3	763	653	655	515	496	516	517	468	526	495	589	528	192	229	220	258	252	182	292	225	327
Hps6	779	708	651	586	590	526	650	567	631	575	740	650	251	245	283	332	317	297	340	288	374
Ldb1	5585	4990	4990	4308	4234	4179	5554	4825	5960	3728	4299	3750	1462	1537	1676	2505	2050	1855	2043	1731	2066
Pprc1	3696	3245	3302	3249	3478	2948	3039	2860	3031	2674	2934	2474	1055	994	1156	1810	1251	1319	1670	1297	1848
Nolc1	5240	4574	4757	2738	2870	2780	2827	2461	3049	3090	3515	3240	1030	1531	1379	2164	1461	1299	2204	1628	2027
Elovl3	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	461	0
Pitx3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Gbf1	6452	5820	6054	7233	6735	6566	6633	6693	7400	6167	6797	6302	2242	2776	2662	3166	2838	3349	4018	3036	4254
Nfkb2	3180	2873	3003	2126	2107	1978	2309	2037	2546	2093	2382	2221	720	1048	910	1089	1022	896	1162	1076	1345
Psd	390	317	334	212	228	175	187	195	203	242	285	246	97	121	89	135	140	111	155	109	152
Fbxl15	333	335	332	425	455	424	572	466	582	451	512	491	209	182	185	174	241	224	183	243	214
Cuedc2	2572	2310	2336	1884	1896	1832	2032	1709	2097	1913	2357	2057	763	926	825	903	1084	1048	1019	922	996
Mfsd13a	55	46	51	40	41	47	59	34	56	48	59	86	43	26	10	19	21	17	24	14	29
Mir146b	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Actr1a	5969	5240	5338	4558	4587	4346	5182	4697	5581	5093	5921	5407	1939	2387	2211	2481	2646	2196	2712	2635	2850
Sufu	1634	1485	1500	1157	1093	1025	1268	1096	1346	1302	1568	1368	484	663	541	708	485	574	682	532	765
Trim8	2669	2401	2426	4191	4162	3773	4380	3920	4708	3687	4148	3834	1441	1550	1646	1999	2041	1683	2201	1951	2292
Arl3	2307	2049	2077	1638	1543	1518	1740	1498	1819	1430	1696	1535	619	608	619	781	825	665	752	672	830
Sfxn2	803	753	770	820	806	769	986	928	1043	932	992	961	367	421	360	472	407	482	467	432	562
Wbp1l	4379	4062	4075	3657	3479	3270	4304	4079	4604	3808	4344	3980	1401	1665	1766	2029	2003	1751	2125	1996	2115
Cyp17a1	8	20	9	1	9	0	7	7	0	1	1	1	1	5	1	0	0	2	4	0	1
Borcs7	642	561	574	557	570	451	561	544	581	535	606	539	253	214	198	281	301	254	240	259	237
As3mt	284	246	259	263	279	265	345	306	376	429	494	461	182	226	144	205	189	197	273	193	268
Cnnm2	661	609	645	970	877	862	812	770	896	753	814	720	232	345	339	337	328	277	337	279	331
Nt5c2	1625	1370	1426	1174	1101	1056	1152	1155	1251	1155	1332	1208	403	557	515	610	672	623	723	575	682
Ina	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	1
Pcgf6	641	615	647	377	392	360	394	332	429	395	429	409	136	161	194	200	227	196	234	172	216
Taf5	368	346	367	271	287	272	308	254	325	371	462	384	159	144	177	270	235	221	248	216	169
Usmg5	2473	2235	2262	2446	2386	2495	1966	1846	2026	1812	2172	1967	945	682	722	992	1192	886	872	819	826
Pdcd11	3738	3417	3472	2481	2458	2450	2288	2076	2362	2445	2772	2529	899	1125	1062	1465	1156	1009	1434	1151	1546
Calhm2	962	930	912	951	963	977	1039	876	1068	931	1048	990	339	442	403	546	405	477	511	431	626
Calhm1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0
Calhm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl1a	265	268	234	882	863	795	879	818	1018	528	601	548	157	254	262	469	275	480	346	446	502
Sh3pxd2a	27565	25261	25063	38574	36093	32815	41184	40262	46808	33264	38095	34278	12678	15120	14233	17781	13519	16800	18503	14857	16735
Mir6995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stn1	1259	997	1090	1015	1038	959	892	778	963	1168	1201	1133	389	488	523	441	507	374	979	505	423
Slk	5351	4983	5031	5593	5472	5278	5201	5239	5875	5676	6321	5502	1959	2530	2491	3640	3005	2838	3680	2828	3786
Col17a1	139	68	76	120	101	123	87	98	74	112	85	57	74	18	13	15	33	71	48	54	34
Sfr1	10062	9111	9042	9691	9759	9114	9683	8809	10398	7221	8317	7787	2912	3379	2984	3631	3827	3567	4010	3462	4203
Cfap43	972	920	861	610	615	587	525	487	556	855	980	859	242	467	377	387	370	356	415	392	502
Mir8090	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsto1	2793	2472	2606	1388	1447	1439	1092	954	1165	1192	1392	1233	437	513	570	344	634	316	345	436	437
Gsto2	34	19	24	20	21	23	21	23	24	28	29	21	14	7	11	18	31	16	20	21	19
Cfap58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Sorcs3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorcs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpnpep1	4179	3846	3869	3461	3447	3419	3482	3146	3947	3033	3456	3219	1199	1343	1318	1575	1546	1378	1514	1408	1685
Mir6407	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Add3	4406	3943	3992	4124	4481	4424	3081	2943	3431	2808	3172	2792	935	1284	1287	1622	1528	1138	1791	1514	1790
Mxi1	2243	1953	1878	1799	1795	1670	2580	2232	2770	1457	1624	1449	593	583	621	988	678	676	670	516	575
Smndc1	2222	1960	2064	1624	1666	1569	1457	1343	1627	1448	1730	1516	552	666	648	806	826	581	927	826	909
Mirt1	7	3	2	6	4	9	4	8	4	1	5	4	0	3	0	0	0	0	0	15	1
Dusp5	154	137	138	107	86	92	62	53	79	99	101	81	49	32	31	60	57	35	96	44	42
